Date,Dew_Point_C,Surface_Albedo,Wind_Speed_m_s,Relative_Humidity,Temperature_C,Pressure_mbar,kW,DHI_DNI
2019-02-24 11:00:00+00:00,-8.3,0.87,12.4,84.19,-6.1,973.0,12.16,137.0
2019-02-24 11:30:00+00:00,-8.3,0.87,12.5,84.28,-6.1,974.0,5.76,189.0
2019-02-24 12:00:00+00:00,-8.6,0.87,12.6,83.18,-6.2,975.0,3.2,247.0
2019-02-24 12:30:00+00:00,-8.6,0.87,12.5,84.47,-6.4,975.0,3.52,258.0
2019-02-24 13:00:00+00:00,-9.3,0.87,12.5,82.02,-6.7,976.0,3.84,291.0
2019-02-24 13:30:00+00:00,-9.3,0.87,12.4,83.28,-6.9,976.0,3.84,263.0
2019-02-24 14:00:00+00:00,-10.0,0.87,12.3,80.56,-7.2,977.0,3.52,191.0
2019-02-24 14:30:00+00:00,-10.0,0.87,12.2,82.53,-7.5,978.0,3.84,157.0
2019-02-24 15:00:00+00:00,-10.8,0.87,12.2,79.31,-7.8,979.0,4.8,244.0
2019-02-24 15:30:00+00:00,-10.7,0.87,12.2,82.53,-8.3,980.0,6.72,329.0
2019-02-24 16:00:00+00:00,-11.9,0.87,12.1,77.95,-8.8,980.0,9.92,133.0
2019-02-24 16:30:00+00:00,-11.9,0.87,11.9,81.78,-9.4,981.0,10.56,28.0
2019-02-24 17:00:00+00:00,-13.1,0.87,11.7,77.98,-10.0,982.0,12.48,14.0
2019-02-24 17:30:00+00:00,-13.1,0.87,11.7,77.98,-10.0,982.0,13.44,10.0
2019-02-24 18:00:00+00:00,-14.0,0.87,11.4,77.07,-10.8,984.0,16.0,0.0
2019-02-24 18:30:00+00:00,-14.0,0.87,11.2,79.56,-11.2,984.0,34.56,0.0
2019-02-24 19:00:00+00:00,-15.0,0.87,11.1,76.7,-11.7,985.0,40.96,0.0
2019-02-24 19:30:00+00:00,-15.0,0.87,10.8,79.92,-12.2,986.0,40.64,0.0
2019-02-24 20:00:00+00:00,-16.0,0.87,10.5,76.2,-12.7,987.0,17.6,0.0
2019-02-24 20:30:00+00:00,-16.0,0.87,10.3,80.0,-13.3,987.0,15.04,0.0
2019-02-24 21:00:00+00:00,-17.3,0.87,10.2,75.49,-13.9,988.0,15.04,0.0
2019-02-24 21:30:00+00:00,-17.3,0.87,9.9,79.3,-14.5,988.0,15.04,0.0
2019-02-24 22:00:00+00:00,-18.5,0.87,9.6,75.45,-15.1,989.0,15.36,0.0
2019-02-24 22:30:00+00:00,-18.5,0.87,9.4,78.72,-15.6,990.0,15.36,0.0
2019-02-24 23:00:00+00:00,-19.6,0.87,9.1,74.34,-16.1,990.0,15.68,0.0
2019-02-24 23:30:00+00:00,-19.6,0.87,8.8,77.59,-16.6,991.0,27.84,0.0
2019-02-25 00:00:00+00:00,-20.6,0.87,8.5,73.5,-17.0,991.0,38.72,0.0
2019-02-25 00:30:00+00:00,-20.6,0.87,8.0,77.38,-17.6,992.0,38.72,0.0
2019-02-25 01:00:00+00:00,-21.6,0.87,7.5,73.88,-18.1,993.0,27.52,0.0
2019-02-25 01:30:00+00:00,-21.6,0.87,7.2,77.09,-18.6,993.0,27.52,0.0
2019-02-25 02:00:00+00:00,-22.4,0.87,6.9,74.33,-19.0,994.0,27.2,0.0
2019-02-25 02:30:00+00:00,-22.4,0.87,6.9,74.97,-19.1,994.0,27.2,0.0
2019-02-25 03:00:00+00:00,-22.9,0.87,6.9,73.19,-19.3,995.0,27.52,0.0
2019-02-25 03:30:00+00:00,-22.9,0.87,6.7,74.45,-19.5,995.0,27.52,0.0
2019-02-25 04:00:00+00:00,-23.3,0.87,6.5,72.27,-19.6,996.0,33.92,0.0
2019-02-25 04:30:00+00:00,-23.3,0.87,6.0,74.17,-19.9,996.0,33.92,0.0
2019-02-25 05:00:00+00:00,-23.9,0.87,5.5,72.05,-20.2,997.0,36.8,0.0
2019-02-25 05:30:00+00:00,-23.9,0.87,4.8,75.24,-20.7,997.0,34.24,0.0
2019-02-25 06:00:00+00:00,-24.8,0.87,4.1,72.42,-21.2,998.0,33.92,0.0
2019-02-25 06:30:00+00:00,-24.8,0.87,4.0,71.79,-21.1,998.0,36.48,0.0
2019-02-25 07:00:00+00:00,-24.7,0.87,3.8,72.29,-21.0,998.0,38.72,81.0
2019-02-25 07:30:00+00:00,-24.7,0.87,4.2,67.5,-20.2,999.0,42.88,211.0
2019-02-25 08:00:00+00:00,-23.2,0.87,4.6,71.59,-19.4,999.0,48.32,265.0
2019-02-25 08:30:00+00:00,-23.2,0.87,4.7,67.43,-18.7,999.0,53.44,451.0
2019-02-25 09:00:00+00:00,-22.0,0.87,4.7,70.98,-18.0,1000.0,50.88,648.0
2019-02-25 09:30:00+00:00,-22.0,0.87,4.5,67.47,-17.4,1000.0,49.6,158.0
2019-02-25 10:00:00+00:00,-20.8,0.87,4.2,71.35,-16.8,1000.0,51.2,505.0
2019-02-25 10:30:00+00:00,-20.8,0.87,4.1,68.43,-16.3,1000.0,50.56,696.0
2019-02-25 11:00:00+00:00,-19.8,0.87,4.0,70.86,-15.7,1000.0,48.96,456.0
2019-02-25 11:30:00+00:00,-19.8,0.87,3.8,67.43,-15.1,1000.0,50.56,320.0
2019-02-25 12:00:00+00:00,-18.7,0.87,3.6,70.69,-14.6,1000.0,54.08,210.0
2019-02-25 12:30:00+00:00,-18.8,0.87,3.5,67.84,-14.1,1000.0,53.76,186.0
2019-02-25 13:00:00+00:00,-17.7,0.87,3.5,70.93,-13.6,1000.0,49.92,211.0
2019-02-25 13:30:00+00:00,-17.7,0.87,3.5,69.78,-13.4,1000.0,48.96,209.0
2019-02-25 14:00:00+00:00,-17.2,0.87,3.5,71.56,-13.1,1000.0,48.0,157.0
2019-02-25 14:30:00+00:00,-17.2,0.87,3.4,70.99,-13.0,1000.0,47.36,240.0
2019-02-25 15:00:00+00:00,-17.0,0.87,3.4,71.67,-13.0,1000.0,48.32,351.0
2019-02-25 15:30:00+00:00,-17.0,0.87,3.2,72.26,-13.1,1000.0,52.16,633.0
2019-02-25 16:00:00+00:00,-17.1,0.87,2.9,72.92,-13.3,1000.0,52.48,598.0
2019-02-25 16:30:00+00:00,-17.1,0.87,2.2,75.95,-13.8,1000.0,51.2,428.0
2019-02-25 17:00:00+00:00,-17.2,0.87,1.6,78.08,-14.2,1000.0,49.6,281.0
2019-02-25 17:30:00+00:00,-17.2,0.87,1.6,78.08,-14.2,1000.0,48.32,84.0
2019-02-25 18:00:00+00:00,-18.0,0.87,1.4,78.68,-15.1,1000.0,35.52,0.0
2019-02-25 18:30:00+00:00,-18.0,0.87,1.5,80.07,-15.3,1001.0,29.76,0.0
2019-02-25 19:00:00+00:00,-18.4,0.87,1.6,78.22,-15.5,1001.0,28.8,0.0
2019-02-25 19:30:00+00:00,-18.4,0.87,1.6,79.53,-15.7,1001.0,20.8,0.0
2019-02-25 20:00:00+00:00,-18.8,0.87,1.7,77.98,-15.8,1001.0,16.32,0.0
2019-02-25 20:30:00+00:00,-18.8,0.87,1.9,79.29,-16.0,1001.0,16.0,0.0
2019-02-25 21:00:00+00:00,-19.1,0.87,2.0,77.81,-16.1,1001.0,15.68,0.0
2019-02-25 21:30:00+00:00,-19.1,0.87,2.3,78.46,-16.2,1001.0,16.0,0.0
2019-02-25 22:00:00+00:00,-19.5,0.87,2.5,77.0,-16.4,1001.0,15.68,0.0
2019-02-25 22:30:00+00:00,-19.5,0.87,2.7,78.3,-16.6,1001.0,15.68,0.0
2019-02-25 23:00:00+00:00,-19.8,0.87,2.9,76.7,-16.7,1002.0,15.68,0.0
2019-02-25 23:30:00+00:00,-19.8,0.87,2.9,78.0,-16.9,1002.0,15.68,0.0
2019-02-26 00:00:00+00:00,-20.1,0.87,2.8,77.27,-17.1,1002.0,15.68,0.0
2019-02-26 00:30:00+00:00,-20.1,0.87,2.7,78.58,-17.3,1002.0,15.36,0.0
2019-02-26 01:00:00+00:00,-20.5,0.87,2.6,77.27,-17.5,1003.0,15.68,0.0
2019-02-26 01:30:00+00:00,-20.5,0.87,2.6,77.93,-17.6,1003.0,15.36,0.0
2019-02-26 02:00:00+00:00,-20.7,0.87,2.6,76.94,-17.6,1003.0,15.68,0.0
2019-02-26 02:30:00+00:00,-20.7,0.87,2.6,77.52,-17.7,1002.0,15.68,0.0
2019-02-26 03:00:00+00:00,-20.8,0.87,2.6,77.01,-17.7,1002.0,27.52,0.0
2019-02-26 03:30:00+00:00,-20.8,0.87,2.4,79.66,-18.1,1002.0,38.72,0.0
2019-02-26 04:00:00+00:00,-21.4,0.87,2.2,77.46,-18.4,1002.0,40.0,0.0
2019-02-26 04:30:00+00:00,-21.4,0.87,2.4,78.13,-18.5,1002.0,17.28,0.0
2019-02-26 05:00:00+00:00,-21.7,0.87,2.5,76.73,-18.6,1002.0,16.64,0.0
2019-02-26 05:30:00+00:00,-21.7,0.87,2.8,76.08,-18.5,1002.0,16.32,0.0
2019-02-26 06:00:00+00:00,-21.4,0.87,3.1,76.52,-18.3,1002.0,16.32,0.0
2019-02-26 06:30:00+00:00,-21.4,0.87,3.3,75.23,-18.1,1002.0,19.52,0.0
2019-02-26 07:00:00+00:00,-20.9,0.87,3.5,76.79,-17.8,1002.0,20.16,9.0
2019-02-26 07:30:00+00:00,-20.9,0.87,3.6,73.0,-17.2,1002.0,27.84,26.0
2019-02-26 08:00:00+00:00,-19.4,0.87,3.7,78.61,-16.6,1002.0,35.52,48.0
2019-02-26 08:30:00+00:00,-19.4,0.87,4.1,71.73,-15.5,1002.0,37.12,65.0
2019-02-26 09:00:00+00:00,-17.7,0.87,4.5,75.9,-14.4,1002.0,36.16,120.0
2019-02-26 09:30:00+00:00,-17.7,0.87,4.6,71.67,-13.7,1002.0,36.16,137.0
2019-02-26 10:00:00+00:00,-16.3,0.87,4.6,75.88,-12.9,1002.0,37.44,152.0
2019-02-26 10:30:00+00:00,-16.3,0.87,4.6,72.29,-12.3,1002.0,36.16,145.0
2019-02-26 11:00:00+00:00,-14.8,0.87,4.6,77.51,-11.7,1002.0,35.52,109.0
2019-02-26 11:30:00+00:00,-14.8,0.87,4.5,74.47,-11.2,1002.0,37.76,106.0
2019-02-26 12:00:00+00:00,-13.6,0.87,4.5,79.3,-10.7,1002.0,39.36,136.0
2019-02-26 12:30:00+00:00,-13.6,0.87,4.5,76.75,-10.3,1001.0,37.44,156.0
2019-02-26 13:00:00+00:00,-12.8,0.87,4.6,79.91,-10.0,1001.0,37.12,132.0
2019-02-26 13:30:00+00:00,-12.8,0.87,4.7,78.66,-9.8,1001.0,38.4,119.0
2019-02-26 14:00:00+00:00,-12.2,0.87,4.7,81.03,-9.6,1000.0,37.76,93.0
2019-02-26 14:30:00+00:00,-12.2,0.87,4.8,80.39,-9.5,1000.0,37.76,87.0
2019-02-26 15:00:00+00:00,-11.8,0.87,4.8,82.27,-9.3,1000.0,38.08,65.0
2019-02-26 15:30:00+00:00,-11.8,0.87,4.6,82.92,-9.4,1000.0,36.8,51.0
2019-02-26 16:00:00+00:00,-11.4,0.87,4.4,85.11,-9.4,999.0,35.52,36.0
2019-02-26 16:30:00+00:00,-11.4,0.87,4.0,86.46,-9.6,999.0,34.56,23.0
2019-02-26 17:00:00+00:00,-11.6,0.87,3.6,87.72,-9.9,999.0,32.32,12.0
2019-02-26 17:30:00+00:00,-11.6,0.87,3.6,87.72,-9.9,999.0,36.48,3.0
2019-02-26 18:00:00+00:00,-11.9,0.87,3.5,88.1,-10.3,998.0,30.4,0.0
2019-02-26 18:30:00+00:00,-11.9,0.87,3.4,88.8,-10.4,998.0,28.16,0.0
2019-02-26 19:00:00+00:00,-12.1,0.87,3.4,88.41,-10.6,997.0,29.12,0.0
2019-02-26 19:30:00+00:00,-12.1,0.87,3.2,89.11,-10.7,997.0,24.64,0.0
2019-02-26 20:00:00+00:00,-12.3,0.87,3.0,88.38,-10.8,997.0,18.56,0.0
2019-02-26 20:30:00+00:00,-12.3,0.87,3.0,88.38,-10.8,997.0,16.96,0.0
2019-02-26 21:00:00+00:00,-12.4,0.87,2.9,88.38,-10.9,996.0,15.68,0.0
2019-02-26 21:30:00+00:00,-12.4,0.87,2.9,87.68,-10.8,996.0,16.64,0.0
2019-02-26 22:00:00+00:00,-12.3,0.87,2.9,87.93,-10.7,995.0,16.64,0.0
2019-02-26 22:30:00+00:00,-12.3,0.87,2.6,87.23,-10.6,995.0,15.04,0.0
2019-02-26 23:00:00+00:00,-12.1,0.87,2.3,88.53,-10.6,995.0,15.36,0.0
2019-02-26 23:30:00+00:00,-12.1,0.87,1.9,87.74,-10.5,994.0,15.36,0.0
2019-02-27 00:00:00+00:00,-12.1,0.87,1.5,88.19,-10.5,994.0,15.36,0.0
2019-02-27 00:30:00+00:00,-12.1,0.87,1.4,88.19,-10.5,994.0,15.04,0.0
2019-02-27 01:00:00+00:00,-12.0,0.87,1.3,88.75,-10.5,994.0,21.44,0.0
2019-02-27 01:30:00+00:00,-12.0,0.87,1.2,87.96,-10.4,993.0,38.72,0.0
2019-02-27 02:00:00+00:00,-11.8,0.87,1.1,88.63,-10.3,993.0,39.04,0.0
2019-02-27 02:30:00+00:00,-11.8,0.87,1.0,88.54,-10.3,992.0,16.0,0.0
2019-02-27 03:00:00+00:00,-11.6,0.87,1.0,89.24,-10.2,992.0,15.36,0.0
2019-02-27 03:30:00+00:00,-11.6,0.87,0.9,89.95,-10.3,992.0,15.36,0.0
2019-02-27 04:00:00+00:00,-11.6,0.87,0.9,89.91,-10.3,992.0,15.68,0.0
2019-02-27 04:30:00+00:00,-11.6,0.87,0.8,89.91,-10.3,992.0,15.36,0.0
2019-02-27 05:00:00+00:00,-11.6,0.87,0.8,91.07,-10.4,992.0,24.0,0.0
2019-02-27 05:30:00+00:00,-11.6,0.87,0.9,95.52,-11.0,992.0,32.64,0.0
2019-02-27 06:00:00+00:00,-12.8,0.87,1.1,89.77,-11.5,992.0,32.64,0.0
2019-02-27 06:30:00+00:00,-12.9,0.87,1.6,88.96,-11.4,991.0,35.84,2.0
2019-02-27 07:00:00+00:00,-12.7,0.87,2.2,88.96,-11.2,991.0,38.08,8.0
2019-02-27 07:30:00+00:00,-12.7,0.87,3.0,86.86,-10.9,991.0,41.92,16.0
2019-02-27 08:00:00+00:00,-12.0,0.87,3.9,89.24,-10.6,991.0,48.32,26.0
2019-02-27 08:30:00+00:00,-12.0,0.87,4.6,87.15,-10.3,991.0,53.12,227.0
2019-02-27 09:00:00+00:00,-11.7,0.87,5.2,86.95,-9.9,991.0,54.72,202.0
2019-02-27 09:30:00+00:00,-11.7,0.87,5.5,84.92,-9.6,991.0,55.36,326.0
2019-02-27 10:00:00+00:00,-11.5,0.87,5.8,84.77,-9.4,991.0,49.6,288.0
2019-02-27 10:30:00+00:00,-11.5,0.87,5.8,82.79,-9.1,991.0,45.12,165.0
2019-02-27 11:00:00+00:00,-11.2,0.87,5.9,82.87,-8.8,991.0,43.84,225.0
2019-02-27 11:30:00+00:00,-11.2,0.87,5.9,80.33,-8.4,991.0,42.88,169.0
2019-02-27 12:00:00+00:00,-10.8,0.87,6.0,81.01,-8.1,991.0,40.32,456.0
2019-02-27 12:30:00+00:00,-10.8,0.87,6.1,79.76,-7.9,991.0,45.76,360.0
2019-02-27 13:00:00+00:00,-10.7,0.87,6.2,79.21,-7.7,991.0,45.12,385.0
2019-02-27 13:30:00+00:00,-10.7,0.87,6.2,79.83,-7.8,991.0,39.68,461.0
2019-02-27 14:00:00+00:00,-11.0,0.87,6.2,77.94,-7.8,991.0,40.64,668.0
2019-02-27 14:30:00+00:00,-11.0,0.87,6.2,79.86,-8.1,992.0,40.96,502.0
2019-02-27 15:00:00+00:00,-11.6,0.87,6.2,77.44,-8.4,992.0,44.8,715.0
2019-02-27 15:30:00+00:00,-11.6,0.87,5.9,81.16,-9.0,992.0,45.44,834.0
2019-02-27 16:00:00+00:00,-12.6,0.87,5.5,78.19,-9.5,993.0,47.04,236.0
2019-02-27 16:30:00+00:00,-12.6,0.87,4.8,83.94,-10.4,993.0,49.28,47.0
2019-02-27 17:00:00+00:00,-13.9,0.87,4.0,81.18,-11.3,993.0,49.92,22.0
2019-02-27 17:30:00+00:00,-13.9,0.87,4.0,81.18,-11.3,993.0,48.32,38.0
2019-02-27 18:00:00+00:00,-16.0,0.87,2.8,82.45,-13.7,993.0,34.56,0.0
2019-02-27 18:30:00+00:00,-16.0,0.87,2.6,90.23,-14.8,993.0,32.64,0.0
2019-02-27 19:00:00+00:00,-18.3,0.87,2.3,81.95,-15.9,993.0,27.2,0.0
2019-02-27 19:30:00+00:00,-18.3,0.87,2.4,87.61,-16.7,993.0,21.76,0.0
2019-02-27 20:00:00+00:00,-19.8,0.87,2.4,82.62,-17.6,993.0,29.12,0.0
2019-02-27 20:30:00+00:00,-19.8,0.87,2.4,86.2,-18.1,993.0,22.08,0.0
2019-02-27 21:00:00+00:00,-21.0,0.87,2.4,82.15,-18.7,994.0,16.64,0.0
2019-02-27 21:30:00+00:00,-21.0,0.87,2.4,85.74,-19.2,994.0,16.64,0.0
2019-02-27 22:00:00+00:00,-21.9,0.87,2.4,81.59,-19.6,994.0,16.64,0.0
2019-02-27 22:30:00+00:00,-21.9,0.87,2.4,84.45,-20.0,994.0,16.0,0.0
2019-02-27 23:00:00+00:00,-22.8,0.87,2.4,81.39,-20.4,994.0,16.0,0.0
2019-02-27 23:30:00+00:00,-22.8,0.87,2.4,83.54,-20.7,994.0,16.0,0.0
2019-02-28 00:00:00+00:00,-23.4,0.87,2.4,81.32,-21.0,994.0,16.64,0.0
2019-02-28 00:30:00+00:00,-23.4,0.87,2.4,82.03,-21.1,994.0,16.64,0.0
2019-02-28 01:00:00+00:00,-23.6,0.87,2.4,80.3,-21.1,994.0,16.64,0.0
2019-02-28 01:30:00+00:00,-23.6,0.87,2.5,80.3,-21.1,994.0,16.32,0.0
2019-02-28 02:00:00+00:00,-23.6,0.87,2.6,79.49,-21.0,994.0,16.32,0.0
2019-02-28 02:30:00+00:00,-23.6,0.87,2.4,80.19,-21.1,994.0,16.32,0.0
2019-02-28 03:00:00+00:00,-23.8,0.87,2.3,79.01,-21.1,994.0,16.64,0.0
2019-02-28 03:30:00+00:00,-23.8,0.87,1.9,79.7,-21.2,994.0,27.2,0.0
2019-02-28 04:00:00+00:00,-24.0,0.87,1.6,79.02,-21.3,994.0,40.0,0.0
2019-02-28 04:30:00+00:00,-24.0,0.87,1.4,78.33,-21.2,994.0,19.84,0.0
2019-02-28 05:00:00+00:00,-23.9,0.87,1.2,79.06,-21.2,994.0,16.96,0.0
2019-02-28 05:30:00+00:00,-23.9,0.87,1.2,77.02,-20.9,994.0,37.44,0.0
2019-02-28 06:00:00+00:00,-23.5,0.87,1.1,78.5,-20.7,994.0,32.96,0.0
2019-02-28 06:30:00+00:00,-23.5,0.87,1.0,75.83,-20.3,994.0,37.12,0.0
2019-02-28 07:00:00+00:00,-22.7,0.87,0.9,78.53,-19.9,994.0,37.12,128.0
2019-02-28 07:30:00+00:00,-22.7,0.87,0.9,73.94,-19.2,994.0,43.52,293.0
2019-02-28 08:00:00+00:00,-21.4,0.87,0.8,78.89,-18.6,994.0,49.92,592.0
2019-02-28 08:30:00+00:00,-21.4,0.87,1.0,73.09,-17.7,994.0,49.92,655.0
2019-02-28 09:00:00+00:00,-19.5,0.87,1.2,80.17,-16.9,994.0,48.64,693.0
2019-02-28 09:30:00+00:00,-19.5,0.87,1.4,73.74,-15.9,994.0,47.36,781.0
2019-02-28 10:00:00+00:00,-17.4,0.87,1.5,81.3,-14.9,993.0,44.16,854.0
2019-02-28 10:30:00+00:00,-17.4,0.87,1.6,74.9,-13.9,993.0,44.48,894.0
2019-02-28 11:00:00+00:00,-15.0,0.87,1.7,83.23,-12.8,993.0,46.72,909.0
2019-02-28 11:30:00+00:00,-15.1,0.87,2.1,75.57,-11.6,993.0,45.76,756.0
2019-02-28 12:00:00+00:00,-13.5,0.87,2.5,77.92,-10.4,993.0,47.36,794.0
2019-02-28 12:30:00+00:00,-13.5,0.87,2.7,73.72,-9.7,993.0,46.72,813.0
2019-02-28 13:00:00+00:00,-12.7,0.87,2.9,74.33,-9.0,992.0,44.16,770.0
2019-02-28 13:30:00+00:00,-12.7,0.87,2.7,72.61,-8.7,992.0,44.8,789.0
2019-02-28 14:00:00+00:00,-11.9,0.87,2.6,75.76,-8.4,992.0,48.96,735.0
2019-02-28 14:30:00+00:00,-11.9,0.87,2.3,74.59,-8.2,992.0,48.32,658.0
2019-02-28 15:00:00+00:00,-11.5,0.87,2.1,76.16,-8.0,992.0,47.36,679.0
2019-02-28 15:30:00+00:00,-11.5,0.87,1.7,76.08,-8.0,991.0,49.92,665.0
2019-02-28 16:00:00+00:00,-11.0,0.87,1.3,78.9,-8.0,991.0,50.56,510.0
2019-02-28 16:30:00+00:00,-11.0,0.87,1.0,81.39,-8.4,991.0,48.32,73.0
2019-02-28 17:00:00+00:00,-11.6,0.87,0.7,80.0,-8.8,991.0,48.0,17.0
2019-02-28 17:30:00+00:00,-11.6,0.87,0.7,80.0,-8.8,991.0,50.88,13.0
2019-02-28 18:00:00+00:00,-13.0,0.87,0.7,73.99,-9.2,991.0,37.44,0.0
2019-02-28 18:30:00+00:00,-13.0,0.87,0.7,74.57,-9.3,991.0,37.76,0.0
2019-02-28 19:00:00+00:00,-13.5,0.87,0.7,72.21,-9.4,991.0,33.92,0.0
2019-02-28 19:30:00+00:00,-13.5,0.87,0.7,73.36,-9.6,991.0,32.64,0.0
2019-02-28 20:00:00+00:00,-13.8,0.87,0.7,72.39,-9.8,991.0,31.04,0.0
2019-02-28 20:30:00+00:00,-13.8,0.87,0.9,74.13,-10.1,991.0,28.8,0.0
2019-02-28 21:00:00+00:00,-14.3,0.87,1.0,73.53,-10.5,991.0,27.84,0.0
2019-02-28 21:30:00+00:00,-14.3,0.87,1.1,75.9,-10.9,991.0,27.84,0.0
2019-02-28 22:00:00+00:00,-14.8,0.87,1.2,75.84,-11.4,991.0,25.6,0.0
2019-02-28 22:30:00+00:00,-14.8,0.87,1.3,77.69,-11.7,991.0,22.08,0.0
2019-02-28 23:00:00+00:00,-15.1,0.87,1.3,77.46,-12.0,991.0,19.84,0.0
2019-02-28 23:30:00+00:00,-15.1,0.87,1.3,78.8,-12.2,992.0,18.56,0.0
2019-03-01 00:00:00+00:00,-15.5,0.87,1.4,78.33,-12.5,992.0,18.88,0.0
2019-03-01 00:30:00+00:00,-15.5,0.87,1.4,79.6,-12.7,992.0,16.64,0.0
2019-03-01 01:00:00+00:00,-15.7,0.87,1.4,79.52,-12.9,992.0,16.64,0.0
2019-03-01 01:30:00+00:00,-15.7,0.87,1.3,80.74,-13.1,991.0,16.64,0.0
2019-03-01 02:00:00+00:00,-15.9,0.87,1.3,80.49,-13.3,991.0,16.32,0.0
2019-03-01 02:30:00+00:00,-15.9,0.87,1.3,81.81,-13.5,991.0,16.64,0.0
2019-03-01 03:00:00+00:00,-16.2,0.87,1.3,82.21,-13.8,991.0,16.64,0.0
2019-03-01 03:30:00+00:00,-16.2,0.87,1.3,83.57,-14.0,991.0,16.0,0.0
2019-03-01 04:00:00+00:00,-16.3,0.87,1.3,83.79,-14.2,991.0,16.64,0.0
2019-03-01 04:30:00+00:00,-16.3,0.87,1.3,85.17,-14.4,991.0,16.0,0.0
2019-03-01 05:00:00+00:00,-16.5,0.87,1.3,85.13,-14.6,992.0,31.04,0.0
2019-03-01 05:30:00+00:00,-16.5,0.87,1.4,87.26,-14.9,992.0,39.68,0.0
2019-03-01 06:00:00+00:00,-17.0,0.87,1.4,86.33,-15.2,992.0,34.24,0.0
2019-03-01 06:30:00+00:00,-17.0,0.87,1.4,86.33,-15.2,992.0,41.28,1.0
2019-03-01 07:00:00+00:00,-17.0,0.87,1.3,85.14,-15.1,992.0,43.84,13.0
2019-03-01 07:30:00+00:00,-17.0,0.87,1.6,75.28,-13.6,992.0,49.92,32.0
2019-03-01 08:00:00+00:00,-14.1,0.87,1.9,85.38,-12.1,992.0,54.08,126.0
2019-03-01 08:30:00+00:00,-14.1,0.87,2.0,77.57,-10.9,992.0,56.64,67.0
2019-03-01 09:00:00+00:00,-11.4,0.87,2.1,86.63,-9.6,992.0,56.0,105.0
2019-03-01 09:30:00+00:00,-11.4,0.87,2.0,78.87,-8.4,992.0,54.72,322.0
2019-03-01 10:00:00+00:00,-8.9,0.87,1.8,86.99,-7.1,991.0,54.4,332.0
2019-03-01 10:30:00+00:00,-8.9,0.87,2.2,77.56,-5.6,991.0,54.72,255.0
2019-03-01 11:00:00+00:00,-8.1,0.87,2.5,72.92,-4.0,991.0,54.72,174.0
2019-03-01 11:30:00+00:00,-8.1,0.87,2.4,69.2,-3.3,991.0,55.04,416.0
2019-03-01 12:00:00+00:00,-7.1,0.87,2.3,71.14,-2.6,991.0,54.72,681.0
2019-03-01 12:30:00+00:00,-7.1,0.87,2.1,69.51,-2.3,990.0,62.08,562.0
2019-03-01 13:00:00+00:00,-6.4,0.87,2.0,71.93,-2.0,990.0,52.8,270.0
2019-03-01 13:30:00+00:00,-6.4,0.87,1.9,70.88,-1.8,990.0,45.12,306.0
2019-03-01 14:00:00+00:00,-5.9,0.87,1.8,72.24,-1.6,990.0,50.24,272.0
2019-03-01 14:30:00+00:00,-6.0,0.87,1.7,72.7,-1.7,989.0,46.72,161.0
2019-03-01 15:00:00+00:00,-5.8,0.87,1.5,73.53,-1.7,989.0,50.56,103.0
2019-03-01 15:30:00+00:00,-5.8,0.87,1.1,74.62,-1.9,989.0,54.4,304.0
2019-03-01 16:00:00+00:00,-4.7,0.87,0.7,82.76,-2.2,989.0,54.08,280.0
2019-03-01 16:30:00+00:00,-4.7,0.87,0.6,84.0,-2.4,989.0,53.44,322.0
2019-03-01 17:00:00+00:00,-6.7,0.87,0.5,74.19,-2.7,990.0,50.88,211.0
2019-03-01 17:30:00+00:00,-6.7,0.87,0.5,74.19,-2.7,990.0,48.0,62.0
2019-03-01 18:00:00+00:00,-7.6,0.87,0.4,70.32,-3.0,990.0,34.88,0.0
2019-03-01 18:30:00+00:00,-7.6,0.87,0.6,72.99,-3.5,990.0,30.4,0.0
2019-03-01 19:00:00+00:00,-7.8,0.87,0.8,74.35,-3.9,990.0,26.56,0.0
2019-03-01 19:30:00+00:00,-7.8,0.87,0.9,77.2,-4.4,990.0,24.32,0.0
2019-03-01 20:00:00+00:00,-7.7,0.87,1.0,80.41,-4.8,990.0,22.08,0.0
2019-03-01 20:30:00+00:00,-7.7,0.87,1.0,82.25,-5.1,990.0,20.48,0.0
2019-03-01 21:00:00+00:00,-7.6,0.87,1.0,84.49,-5.4,990.0,16.96,0.0
2019-03-01 21:30:00+00:00,-7.6,0.87,1.0,85.13,-5.5,990.0,16.0,0.0
2019-03-01 22:00:00+00:00,-7.7,0.87,0.9,85.93,-5.7,990.0,16.32,0.0
2019-03-01 22:30:00+00:00,-7.7,0.87,0.9,86.59,-5.8,990.0,16.32,0.0
2019-03-01 23:00:00+00:00,-7.7,0.87,0.8,87.14,-5.9,990.0,16.32,0.0
2019-03-01 23:30:00+00:00,-7.7,0.87,0.8,88.48,-6.1,990.0,16.0,0.0
2019-03-02 00:00:00+00:00,-7.8,0.87,0.9,89.08,-6.3,990.0,16.32,0.0
2019-03-02 00:30:00+00:00,-7.8,0.87,1.0,91.85,-6.7,990.0,16.32,0.0
2019-03-02 01:00:00+00:00,-8.4,0.87,1.1,90.73,-7.1,990.0,15.36,0.0
2019-03-02 01:30:00+00:00,-8.4,0.87,1.2,94.93,-7.7,989.0,16.0,0.0
2019-03-02 02:00:00+00:00,-9.5,0.87,1.4,91.86,-8.4,989.0,16.0,0.0
